"movie_odid","display_name","production_country"
"81250100","Like It Is","United Kingdom"
"81270100","The Pool","United States"
"81280100","Cure","Japan"
"81300100","Texas Chainsaw Massacre: Next Generation","United States"
"81310100","History Lessons","United States"
"81320100","Les Muses Orphelines","Canada"
"81340100","The Very Thought of You","United Kingdom"
"81350100","La Moitie Gauche du Figo","Canada"
"81360100","Dialogue avec mon jardinier","France"
"81400100","Momma's Man","United States"
"81430100","Mean Machine","United Kingdom"
"81440100","Babí léto","Czech Republic"
"81450100","Somersault","Australia"
"81460100","The Night Flier","United States"
"81500100","The Unforeseen","United States"
"81520100","Paragraph 175","United Kingdom"
"81530100","Phir Milenge","India"
"81540100","Bab'Aziz - The Prince Who Contemplated His Soul","Islamic Republic of Iran"
"81550100","Mou gaan dou","Hong Kong"
"81570100","The Other Man","United Kingdom"
"81570100","The Other Man","United States"
"81570100","The Other Man","Spain"
"81590100","Puccini for Beginners","United States"
"81600100","Juliet of the Spirits","Italy"
"81600100","Juliet of the Spirits","France"
"81640100","Matusalem II","Canada"
"81650100","Wondrous Oblivion","France"
"81650100","Wondrous Oblivion","United Kingdom"
"81650100","Wondrous Oblivion","Germany"
"81680100","Tuyade Hunshi","China"
"81690100","Little Chenier","United States"
"81700100","Seeing Other People","United States"
"81800100","Kahi Pyar Na Ho Jaye","India"
"81810100","Ned Kelly","Australia"
"81810100","Ned Kelly","United Kingdom"
"81810100","Ned Kelly","United States"
"81810100","Ned Kelly","France"
"81820100","Delirious","United States"
"81830100","La Graine et le Mulet","France"
"81830100","La Graine et le Mulet","Tunisia"
"81870100","Klimt","United Kingdom"
"81870100","Klimt","Germany"
"81870100","Klimt","France"
"81870100","Klimt","Austria"
"81890100","La baie des anges","France"
"81930100","The Lifestyle","United States"
"81940100","Picnic at Hanging Rock","Australia"
"81960100","Revolver","United Kingdom"
"81970100","Decoys","Canada"
"81990100","Live Nude Girls Unite","United States"
"82030100","Peeping Tom","United Kingdom"
"82040100","Kabluey","United States"
"82050100","Save Me","United States"
"82060100","ABCD","United States"
"82070100","Z","Algeria"
"82070100","Z","France"
"82080100","Ten Items or Less","United States"
"82090100","Maria Stuarda at La Scala","Italy"
"82090100","Maria Stuarda at La Scala","Germany"
"82110100","Black Sheep","New Zealand"
"82120100","Jodi No. 1","India"
"82130100","Le Doulos","France"
"82130100","Le Doulos","Italy"
"82140100","Kurt Cobain: About a Son","United States"
"82150100","The Treatment","United States"
"82160100","Praying with Lior","United Kingdom"
"82180100","Humboldt County","United States"
"82200100","La mujer sin cabeza","Spain"
"82230100","Lal Baadshah","India"
"82240100","Khauff","India"
"82260100","Lemming","France"
"82310100","Vaastar","India"
"82330100","Anything But Love","United States"
"82380100","Moartea domnului Lazarescu","Romania"
"82390100","The Mysteries of Pittsburgh","United States"
"82410100","Julien Donkey-Boy","United States"
"82420100","Sleep Dealer","United States"
"82420100","Sleep Dealer","Mexico"
"82430100","Oye Lucky! Lucky Oye!","India"
"82480100","Il Trittico at Fenice","Italy"
"82490100","Thicker Than Water","United States"
"82500100","Made-Up","United States"
"82510100","The Walker","United States"
"82510100","The Walker","United Kingdom"
"82520100","99 francs","France"
"82530100","Suits on the Loose","United States"
"82550100","Art & Copy","United States"
"82580100","Eye See You","Germany"
"82580100","Eye See You","United States"
"82590100","Nomad","Kazakhstan"
"82660100","El Topo","Mexico"
"82680100","Der Blaue Engel","Germany"
"82690100","Ping Pong Playa","United States"
"82710100","Peur(s) du noir","France"
"82760100","Three... Extremes","Hong Kong"
"82770100","Stardom","Canada"
"82780100","Love Comes Lately","United States"
"82780100","Love Comes Lately","Germany"
"82780100","Love Comes Lately","Austria"
"82800100","Naissance des pieuvres","France"
"82810100","Les Témoins","France"
"82840100","A Thousand Years of Good Prayers","United States"
"82920100","Sanxia haoren","Hong Kong"
"82920100","Sanxia haoren","China"
"82960100","Late Bloomers","United States"
"82970100","Fah talai jone","Thailand"
"82980100","The Stone Angel","Canada"
"83030100","Umberto D","Italy"
"83050100","The Nomi Song","Germany"
"83060100","Manderlay","United States"
"83060100","Manderlay","Sweden"
"83060100","Manderlay","Netherlands"
"83060100","Manderlay","Germany"
"83060100","Manderlay","France"
"83060100","Manderlay","Denmark"
"83080100","In This World","United Kingdom"
"83090100","Nishabd","India"
"83100100","The War Within","United States"
"83130100","Restaurant","United States"
"83140100","Midnight Meat Train","United States"
"83150100","Reconstruction","Denmark"
"83160100","Phoebe in Wonderland","United States"
"83180100","The Wind in the Willows","United Kingdom"
"83210100","The Seagull's Laughter","Iceland"
"83270100","The Theory of Flight","United States"
"83320100","New Suit","United States"
"83360100","Marquise","France"
"83360100","Marquise","Italy"
"83360100","Marquise","Spain"
"83360100","Marquise","Switzerland"
"83400100","Lü cao di","China"
"83410100","Colour Me Kubrick: A True...ish Story","United Kingdom"
"83410100","Colour Me Kubrick: A True...ish Story","France"
"83410100","Colour Me Kubrick: A True...ish Story","Canada"
"83410100","Colour Me Kubrick: A True...ish Story","Isle of Man"
"83440100","Pierrot le fou","France"
"83440100","Pierrot le fou","Italy"
"83460100","Renaissance","United Kingdom"
"83460100","Renaissance","Luxembourg"
"83460100","Renaissance","France"
"83480100","The Passage","United Kingdom"
"83490100","Ma mère","France"
"83500100","Kohram","India"
"83520100","The Son","France"
"83520100","The Son","Belgium"
"83530100","Concert for George","United Kingdom"
"83540100","A Self-Made Hero","United States"
"83550100","Returner","Japan"
"83560100","Take Out","United States"
"83570100","Zoo","United States"
"83580100","Manic","United States"
"83600100","Stiff Upper Lips","United Kingdom"
"83600100","Stiff Upper Lips","India"
"83620100","Loving Jezebel","United States"
"83630100","The Princess Blade","Japan"
"83660100","Behind the Mask: The Rise of Leslie Vernon","United States"
"83670100","Illtown","United States"
"83680100","Beowulf & Grendel","Canada"
"83680100","Beowulf & Grendel","United Kingdom"
"83680100","Beowulf & Grendel","Iceland"
"83700100","Inconscientes","Spain"
"83700100","Inconscientes","Portugal"
"83700100","Inconscientes","Italy"
"83700100","Inconscientes","Germany"
"83720100","Shake Hands with the Devil: The Journey of Romeo Dallaire","Canada"
"83730100","Late August, Early September","France"
"83750100","Hollywood Buddha","United States"
"83760100","The Inheritance","Denmark"
"83760100","The Inheritance","Sweden"
"83760100","The Inheritance","Norway"
"83760100","The Inheritance","United Kingdom"
"83770100","Happy Valley","United States"
"83780100","Stuck","United States"
"83780100","Stuck","United Kingdom"
"83780100","Stuck","Canada"
"83800100","à bout de souffle","France"
"83810100","What Alice Found","United States"
"83850100","Under Our Skin","United States"
"83880100","Tideland","Canada"
"83880100","Tideland","United Kingdom"
"83900100","Pinjar","India"
"83910100","Langrishe, Go Down","United Kingdom"
"84000100","Redacted","United States"
"84020100","El Violin","Mexico"
"84030100","Shôjo","Japan"
"84040100","Capitalism: A Love Story","United States"
"84050100","Julia","France"
"84050100","Julia","United States"
"84050100","Julia","Mexico"
"84050100","Julia","Belgium"
"84090100","Right at Your Door","United States"
"84100100","Cavale","France"
"84120100","Even Money","United States"
"84120100","Even Money","Germany"
"84160100","Just a Kiss","United States"
"84170100","Aberdeen","United Kingdom"
"84180100","The Joyriders","Ireland"
"84250100","The World","China"
"84260100","Those Who Love Me Can Take the Train","France"
"84320100","The Nines","United States"
"84340100","Nue propriété","France"
"84340100","Nue propriété","Belgium"
"84360100","Yihe yuan","France"
"84360100","Yihe yuan","China"
"84370100","Proteus","United States"
"84380100","La Separation","France"
"84390100","The Mudge Boy","United States"
"84410100","Mail Order Wife","United States"
"84440100","Poster Boy","United States"
"84480100","Mad About Mambo","Ireland"
"84510100","The Sea","Canada"
"84520100","Mademoiselle","France"
"84570100","A Plumm Summer","United States"
"84580100","Mister Foe","United Kingdom"
"84620100","Joe the King","United States"
"84630100","The Holy Mountain","Mexico"
"84630100","The Holy Mountain","United States"
"84650100","Bushi no ichibun","Japan"
"84660100","Noi Albinoi","Iceland"
"84680100","Treeless Mountain","Republic of Korea"
"84690100","The Way We Get By","United States"
"84700100","No Such Thing","Iceland"
"84760100","Painted Fire","Republic of Korea"
"84770100","The Order of Myths","United States"
"84790100","Roman Polanski: Wanted and Desired","United States"
"84790100","Roman Polanski: Wanted and Desired","United Kingdom"
"84800100","Meet Bill","United States"
"84820100","Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders","United States"
"84840100","What We Do Is Secret","United States"
"84850100","The Burning Plain","United States"
"84870100","Home Delivery","India"
"84880100","L'Enfant sauvage","France"
"84900100","Rock School","United States"
"84920100","Prey for Rock & Roll","United States"
"84950100","Only the Strong Survive","United States"
"84970100","Keys to Tulsa","United States"
"84980100","Kuch Kathi Kuch Meethi","India"
"85030100","Seul contre tous","France"
"85110100","Kart Racer","Germany"
"85120100","Feast","United States"
"85130100","The Alarmist","United States"
"85200100","In a Dream","United States"
"85220100","Ikiru","Japan"
"85230100","Roadside Romeo","India"
"85270100","La terza madre","United States"
"85270100","La terza madre","Italy"
"85290100","The Boys: The Sherman Brothers' Story","United States"
"85320100","Human Condition Trilogy","Japan"
"85340100","Lucky Break","United Kingdom"
"85340100","Lucky Break","Germany"
"85340100","Lucky Break","United States"
"85350100","Orphans","United Kingdom"
"85370100","L.A. Twister","United States"
"85390100","Schizo","Kazakhstan"
"85420100","Padre Nuestro","United States"
"85430100","Truth or Consequences, N.M.","United States"
"85440100","Jungle","India"
"85470100","Kalamazoo?","United States"
"85480100","Mannat","India"
"85490100","La Petite Jérusalem","France"
"85510100","Once in the Life","United States"
"85550100","Hukkle","Hungary"
"85570100","Les Yeux sans visage","France"
"85570100","Les Yeux sans visage","Italy"
"85600100","La Forza del Destino","Italy"
"85640100","Stellet licht","Netherlands"
"85640100","Stellet licht","Mexico"
"85640100","Stellet licht","France"
"85660100","Screamers","United Kingdom"
"85690100","Strength and Honour","Ireland"
"85710100","The Gambler","Netherlands"
"85710100","The Gambler","Hungary"
"85710100","The Gambler","United Kingdom"
"85740100","Moonlight","United Kingdom"
"85740100","Moonlight","Netherlands"
"85740100","Moonlight","Luxembourg"
"85740100","Moonlight","Germany"
"85750100","The Motel","United States"
"85760100","Shoot Down","United States"
"85770100","Luminous Motion","United States"
"85790100","Meeting People is Easy","United Kingdom"
"85800100","Tahara","Israel"
"85830100","Twist","Canada"
"85860100","Sirf Tum","India"
"85880100","Juarez: Stages of Fear","Mexico"
"85880100","Juarez: Stages of Fear","United States"
"85890100","8 ½","Italy"
"85890100","8 ½","France"
"85900100","Sukiyaki Western Django","Japan"
"85960100","L'auberge rouge","France"
"85980100","Tristan und Isolde at La Scala","Italy"
"85980100","Tristan und Isolde at La Scala","Germany"
"85990100","Leila","Islamic Republic of Iran"
"86050100","See the Sea","France"
"86070100","Paris","France"
"86090100","Transformation: The Life & Legacy of Werner Erhard","United States"
"86180100","Eureka","Japan"
"86190100","The Ogre","China"
"86200100","La Rondine","Italy"
"86220100","Kairo","Japan"
"86230100","Mini's First Time","United States"
"86250100","The Monkey's Mask","Australia"
"86280100","The Situation","United States"
"86290100","Madadayo","Japan"
"86360100","Sílení","Czech Republic"
"86370100","The Warrior","United Kingdom"
"86370100","The Warrior","France"
"86370100","The Warrior","Germany"
"86370100","The Warrior","India"
"86370100","The Warrior","United States"
"86380100","Monsieur Verdoux","United States"
"86400100","Blackball","United Kingdom"
"86410100","Love N' Dancing","United States"
"86480100","Interview with the Assassin","United States"
"86510100","Never Been Thawed","United States"
"86530100","On The Ropes","United States"
"86550100","National Lampoon's Dorm Daze","United States"
"86560100","Owl and the Sparrow","Viet Nam"
"86560100","Owl and the Sparrow","United States"
"86580100","Ivan's XTC","United Kingdom"
"86580100","Ivan's XTC","United States"
"86610100","Tropical Malady","Thailand"
"86620100","Død snø","Norway"
"86640100","Two Weeks","United States"
"86690100","Just a Little Harmless Sex","United States"
"86700100","The Hip Hop Project","United States"
"86720100","XXY","Spain"
"86720100","XXY","France"
"86720100","XXY","Argentina"
"86750100","An Alan Smithee Film: Burn Hollywood Burn","United States"
"86760100","Shotgun Stories","United States"
"86800100","Randy and the Mob","United States"
"86820100","Long Night's Journey into Day","United States"
"86830100","Boksuneun naui geot","Republic of Korea"
"86840100","Karobaar","India"
"86870100","The Zodiac","United States"
"86880100","Candy","Australia"
"86920100","Pressure Cooker","United States"
"86950100","Side Effects","United States"
"86960100","Jackpot","United States"
"86970100","William Eggleston in the Real World","United States"
"86980100","Possible Worlds","Canada"
"86990100","Lana's Rain","United States"
"87020100","Irina Palm","United Kingdom"
"87020100","Irina Palm","Luxembourg"
"87020100","Irina Palm","Germany"
"87020100","Irina Palm","France"
"87020100","Irina Palm","Belgium"
"87100100","Home of the Brave","United States"
"87110100","Crude","United States"
"87120100","Love the Hard Way","Germany"
"87130100","Edvard Munch","Sweden"
"87130100","Edvard Munch","Norway"
"87170100","Princes and Princess","France"
"87190100","Billy the Kid","United States"
"87200100","Screen Door Jesus","United States"
"87230100","Kaerlighed Pa Film","Denmark"
"87240100","Moving McAllister","United States"
"87280100","Azumi","Japan"
"87290100","Poco più di un anno fa","Italy"
"87310100","A State of Mind","Republic of Korea"
"87330100","Three Monkeys","Turkey"
"87350100","Undead","Australia"
"87370100","Bob le flambeur","France"
"87410100","Moving Midway","United States"
"87440100","Shikar","India"
"87470100","Sex is Comedy","France"
"87510100","My Flesh and Blood","United States"
"87560100","Justice","United States"
"87580100","Just Looking","United States"
"87620100","Margaret Cho: Assassin","United States"
"87630100","Le Samourï","Italy"
"87630100","Le Samourï","France"
"87640100","Refusenik","United States"
"87650100","Au Hasard Balthazar","France"
"87690100","La vie promise","France"
"87700100","Los Cronocrímenes","Spain"
"87750100","The Life of Reilly","United States"
"87810100","Power Trip","United States"
"87810100","Power Trip","Georgia"
"87820100","Shadow Hours","United States"
"87850100","A Rumor of Angels","United States"
"87860100","Simon Magus","United Kingdom"
"87870100","Father and Son","Germany"
"87870100","Father and Son","France"
"87870100","Father and Son","Russian Federation"
"87870100","Father and Son","Italy"
"87870100","Father and Son","Netherlands"
"87870100","Father and Son","Switzerland"
"87880100","Kakushi-ken: oni no tsume","Japan"
"87910100","The Locusts","United States"
"87940100","Girlhood","United States"
"87950100","Monsieur N.","France"
"87960100","Moondance Alexander","United States"
"88010100","Office Killer","United States"
"88020100","Sennen joyû","Japan"
"88030100","The Little Thief","United States"
"88040100","Plump Fiction","United States"
"88070100","Secret Lives: Hidden Children and Their Rescuers During WWII","United Kingdom"
"88110100","Kurukshetra","India"
"88120100","Monkey Warfare","Canada"
"88130100","Incident at Loch Ness","United Kingdom"
"88150100","L'Ennui","France"
"88150100","L'Ennui","Portugal"
"88160100","Man Push Cart","United States"
"88180100","Out of Control","The Former Yugoslav Republic of Macedonia"
"88250100","Jiminy Glick in Lalawood","Canada"
"88250100","Jiminy Glick in Lalawood","United States"
"88260100","Whiteboyz","United States"
"88260100","Whiteboyz","France"
"88270100","Pavilion of Women","China"
"88280100","Rashomon","Japan"
"88330100","Billy Liar","United Kingdom"
"88350100","Very Annie-Mary","United Kingdom"
"88350100","Very Annie-Mary","France"
"88380100","Bon Jovi: Lost Highway - The Concert","Japan"
"88400100","Brighton Rock","United Kingdom"
"88410100","Swimmers","United States"
"88420100","No Impact Man","United States"
"88460100","Showboy","United States"
"88480100","B. Monkey","United States"
"88480100","B. Monkey","United Kingdom"
"88520100","La petite Lili","France"
"88560100","Martin and Orloff","United States"
"88570100","Anatomie de l'enfer","France"
"88570100","Anatomie de l'enfer","Portugal"
"88610100","Signs and Wonders","France"
"88620100","Die Story von Monty Spinnerratz","Germany"
"88630100","La Noce","France"
"88650100","My Country My Country","United States"
"88700100","Mutluluk","Turkey"
"88720100","Mang jing","China"
"88730100","The Edge of Love","United Kingdom"
"88740100","Loverboy","United States"
"88750100","The Tracey Fragments","Canada"
"88760100","Julian Po","United States"
"88770100","Man of the Century","United States"
"88790100","Shiloh 2: Shiloh Season","United Kingdom"
"88810100","The Last Winter","United States"
"88860100","Mean Streets","United States"
"88870100","Of Time and the City","United Kingdom"
"88880100","Same Old Song","France"
"88890100","The Low Down","United Kingdom"
"88910100","Me & Isaac Newton","United States"
"88960100","Medurat Hashevet","Israel"
"88970100","Kiss the Bride","United States"
"89010100","Yaavarum Nalam","India"
"89050100","Porn Theater","France"
"89070100","Wind Chill","United States"
"89080100","Le Libertin","France"
"89110100","The Hottest State","United States"
"89120100","The Raspberry Reich","Germany"
"89180100","The Weekend","United Kingdom"
"89180100","The Weekend","United States"
"89190100","Nathalie...","Spain"
"89190100","Nathalie...","France"
"89220100","Super Capers","United States"
"89230100","Gangster No. 1","United Kingdom"
"89230100","Gangster No. 1","Ireland"
"89230100","Gangster No. 1","Germany"
"89250100","Sans Soleil","France"
"89300100","Praise","Australia"
"89310100","Jannat","India"
"89330100","Rosie","France"
"89340100","Yella","Germany"
"89350100","Keane","United States"
"89380100","Pyar Ke Side Effects","India"
"89410100","Standing Still","United States"
"89470100","Lou Reed's Berlin","United States"
"89470100","Lou Reed's Berlin","United Kingdom"
"89480100","Kamikaze Girls","Japan"
"89490100","Princesas","Spain"
"89500100","Romántico","United States"
"89510100","La historia oficial","Argentina"
"89530100","Mission Istaanbul","India"
"89570100","The Piano Tuner of EarthQuakes","United Kingdom"
"89570100","The Piano Tuner of EarthQuakes","Germany"
"89570100","The Piano Tuner of EarthQuakes","France"
"89580100","Beyond a Reasonable Doubt","United States"
"89600100","Or (My Treasure)","Israel"
"89600100","Or (My Treasure)","France"
"89610100","Hotel","United Kingdom"
"89610100","Hotel","Italy"
"89630100","Teknolust","United States"
"89630100","Teknolust","Germany"
"89630100","Teknolust","United Kingdom"
"89680100","New Best Friend","United States"
"89720100","Männer wie wir","Germany"
"89740100","Hearts and Minds","United States"
"89830100","P.S. Your Cat is Dead","United States"
"89840100","The Hottie and the Nottie","United States"
"89850100","A Foreign Affair","United States"
"89900100","Surveillance","United States"
"89930100","Le combat dans l'île","France"
"89960100","Le Prince du Pacifique","Spain"
"89980100","Jazireh ahani","Islamic Republic of Iran"
"89990100","King of the Jungle","United States"
"90020100","Suddenly","Argentina"
"90030100","Léon Morin, prêtre","France"
"90030100","Léon Morin, prêtre","Italy"
"90070100","The Garden","United States"
"90080100","Maze","United States"
"90090100","Finding North","United States"
"90120100","La Chinoise","France"
"90130100","Trudell","United States"
"90140100","Massoud, the Afghan","France"
"90150100","Khiladi 420","India"
"90160100","Kenny","Australia"
"90180100","Machuca","United Kingdom"
"90180100","Machuca","Spain"
"90180100","Machuca","France"
"90180100","Machuca","Chile"
"90190100","Snow Cake","United Kingdom"
"90190100","Snow Cake","Canada"
"90230100","Safe Conduct","Spain"
"90250100","The Exiles","United States"
"90260100","National Lampoon's Barely Legal","United States"
"90280100","Unknown","United States"
"90320100","Let it Come Down: The Life of Paul Bowles","Canada"
"90330100","La Cucaracha","United States"
"90390100","Lipstick & Dynamite","United States"
"90400100","Ils","France"
"90420100","Hood of Horror","United States"
"90440100","Sequins","France"
"90460100","Stephanie Daley","United States"
"90480100","Nine Dead Gay Guys","United Kingdom"
"90520100","Te doy mis ojos","Spain"
"90530100","Naked Boys Singing","United States"
"90540100","Beed-e majnoon","Islamic Republic of Iran"
"90550100","Vampire Hunter D: Bloodlust","Japan"
"90550100","Vampire Hunter D: Bloodlust","United States"
"90590100","Lake of Fire","United States"
"90600100","Maestro","United States"
"90630100","Nora","Ireland"
"90650100","Nationale 7","France"
"90670100","Riri Shushu no subete","Japan"
"90680100","Wrestling with Angels","United States"
"90710100","Trilogia I: To Livadi pou dakryzei","Greece"
"90730100","Odete","Portugal"
"90740100","Beeswax","United States"
"90810100","L'atalante","France"
"90830100","Quand la mer monte...","France"
"90830100","Quand la mer monte...","Belgium"
"90850100","Le Plus Beau Metier du Monde","France"
"90860100","Rory O'Shea Was Here","United Kingdom"
"90870100","Liar's Club","United States"
"90920100","Sex and Death 101","United States"
"90930100","In Between Days","United States"
"90930100","In Between Days","Republic of Korea"
"90930100","In Between Days","Canada"
"90940100","The Sensation of Sight","United States"
"90960100","Dai-Nipponjin","Japan"
"90990100","Just One Time","United States"
"91030100","Xiang ri kui","Netherlands"
"91030100","Xiang ri kui","Hong Kong"
"91030100","Xiang ri kui","China"
"91060100","The Tripper","United States"
"91090100","On Broadway","United States"
"91110100","Islam: What the West Needs to Know","United States"
"91130100","Shadow Glories","United States"
"91160100","Sex, Politics & Cocktails","United States"
"91170100","Incantato","Italy"
"91190100","Regret to Inform","United States"
"91230100","Little Fish","Australia"
"91250100","The Last Big Thing","United States"
"91260100","Evangerion shin gekijôban: Jo","Japan"
"91290100","Words of My Perfect Teacher","Canada"
"91320100","Shade","United States"
"91340100","Rails & Ties","United States"
"91360100","InSearchOf","United States"
"91380100","La Strada di Levi","Italy"
"91440100","Haebyonui Yoin","Republic of Korea"
"91450100","Sing Now or Forever Hold Your Peace","United States"
"91460100","Japón","Mexico"
"91480100","The Last Hangman","United Kingdom"
"91490100","S-21: The Khmer Rouge Death Machine","Cambodia"
"91530100","Imaginary Witness: Hollywood and the Holocaust","United States"
"91550100","One","United States"
"91570100","You, The Living","Sweden"
"91580100","Three of Hearts","United States"
"91600100","The Last Lullaby","United States"
"91620100","Takhté siah","Islamic Republic of Iran"
"91660100","Safe Men","United States"
"91670100","Bootmen","United States"
"91670100","Bootmen","Australia"
"91740100","Karov La Bayit","Israel"
"91770100","Dear Zachary: a letter to a son about his father","United States"
"91780100","Killer Diller","United States"
"91800100","Walking on Dead Fish","United States"
"91820100","The Last Dispatch","United States"
"91830100","The Secret Life of Words","Spain"
"91840100","Master of the Flying Guillotine","Taiwan, Province of China"
"91840100","Master of the Flying Guillotine","Hong Kong"
"91860100","Café Olé","Canada"
"91920100","Sommer '04","Germany"
"91930100","Meeting Resistance","United States"
"91950100","New Rose Hotel","United States"
"91970100","A Talking Picture","Portugal"
"91970100","A Talking Picture","Italy"
"91970100","A Talking Picture","France"
"91980100","White On Rice","United States"
"92000100","Shadrach","United States"
"92030100","Vivre sa vie: Film en douze tableaux","France"
"92040100","Zizek!","United States"
"92050100","A Room for Romeo Brass","Canada"
"92060100","Muhammad Ali: The Greatest","France"
"92130100","The Journey","United States"
"92140100","El Perro","Argentina"
"92150100","L'Iceberg","Belgium"
"92160100","Princesa","Spain"
"92180100","Trying to Get Good: The Jazz Odyssey of Jack Sheldon","United States"
"92190100","Czech Dream","Czech Republic"
"92220100","Merci Docteur Rey","France"
"92230100","Akira","Japan"
"92260100","Diary of a Chambermaid","France"
"92260100","Diary of a Chambermaid","Italy"
"92270100","Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles","France"
"92270100","Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles","Belgium"
"92300100","Not Quite Hollywood","Australia"
"92310100","Donkey Punch","United Kingdom"
"92320100","Kids World","United States"
"92330100","The Open Road","United States"
"92350100","Kráska v nesnázich","Czech Republic"
"92360100","Regeneration","United Kingdom"
"92370100","Orwell Rolls in His Grave","United States"
"92380100","Jabberwocky","United Kingdom"
"92410100","Maybe Baby","United Kingdom"
"92480100","Steal a Pencil for Me","United States"
"92510100","Severed Ways: The Norse Discovery of America","United States"
"92520100","Saving Marriage","United States"
"92540100","Meishaonian zhi lian","Hong Kong"
"92560100","The Simian Line","United States"
"92580100","Itty Bitty Titty Committee","United States"
"92600100","The Umbrellas of Cherbourg","France"
"92600100","The Umbrellas of Cherbourg","Germany"
"92630100","Hei Wong Ji Wong","Hong Kong"
"92640100","Live Fast, Die Young","United States"
"92660100","A League of Ordinary Gentlemen","United States"
"92680100","Suicide Killers","United States"
"92700100","City Lights","United States"
"92720100","We Live in Public","United States"
"92730100","Scarlet Diva","Italy"
"92760100","The World Unseen","South Africa"
"92770100","La nuit américaine","France"
"92770100","La nuit américaine","Italy"
"92780100","Quitting","China"
"92800100","Sonny","United States"
"92810100","New York in the Fifties","United States"
"92820100","Milwaukee, Minnesota","United States"
"92830100","Molly","United States"
"92840100","A Skin Too Few: The Days of Nick Drake","Netherlands"
"92890100","Night of Henna","United States"
"92900100","Hard Core Logo","Canada"
"92910100","Killshot","United States"
"92920100","Eden","Ireland"
"92960100","Love and a Bullet","United States"
"92970100","Holding Trevor","United States"
"93000100","Mighty Peking Man","Hong Kong"
"93030100","Restless","China"
"93090100","Noise","United States"
"93100100","Genesis","France"
"93100100","Genesis","Italy"
"93110100","So Much So Fast","United States"
"93130100","Sang sattawat","Thailand"
"93130100","Sang sattawat","France"
"93130100","Sang sattawat","Austria"
"93150100","The Night Larry Kramer Kissed Me","United States"
"93160100","Petite Cherie","France"
"93170100","Faster","United States"
"93200100","Night at the Golden Eagle","United States"
"93210100","Onmyoji","Japan"
"93240100","Look","United States"
"93250100","Matthew Barney: No Restraint","United States"
"93270100","Tennessee","United States"
"93280100","Medea","Denmark"
"93320100","Purple Butterfly","China"
"93350100","The Big Gay Musical","United States"
"93370100","Private","Italy"
"93390100","Sleeping Dogs Lie","United States"
"93400100","A Real Young Girl","France"
"93410100","People Say I'm Crazy","United States"
"93420100","Bob Dylan: Don't Look Back","United States"
"93430100","The Last Mogul: Life and Times of Lew Wasserman","Canada"
"93440100","Pop & Me","United States"
"93490100","Jigureul Jikyeora! (Save the Green Planet!)","Republic of Korea"
"93500100","Cthulhu","United States"
"93510100","One Bright Shining Moment","United States"
"93530100","Quiet City","United States"
"93540100","Wild Side","France"
"93540100","Wild Side","Belgium"
"93540100","Wild Side","United Kingdom"
"93550100","Huhwihaji anha","Republic of Korea"
"93590100","El Inmigrante","United States"
"93600100","The Only Thrill","United States"
"93610100","My Dinner with Andre","United States"
"93620100","A Question of Faith","United States"
"93670100","My First Wedding","United Kingdom"
"93670100","My First Wedding","Canada"
"93680100","Petits Freres","France"
"93730100","Major Dundee","United States"
"93730100","Major Dundee","Mexico"
"93750100","La-Bas Mon Pays","France"
"93790100","Shem","United Kingdom"
"93790100","Shem","Israel"
"93800100","Last Dance","United States"
"93810100","Off the Lip","United States"
"93820100","Through the Fire","United States"
"93830100","Bord de Mer","France"
"93840100","Shi gan","Republic of Korea"
"93840100","Shi gan","Japan"
"93870100","Reeseville","United States"
"93880100","Never Forever","United States"
"93880100","Never Forever","Republic of Korea"
"93890100","Oyster Farmer","Australia"
"93900100","Opal Dream","United Kingdom"
"93900100","Opal Dream","Australia"
"93910100","Kabei: Our Mother","Japan"
"93930100","A Silent Love","Canada"
"93990100","Military Intelligence and You!","United States"
"94000100","Khachaturian","United States"
"94020100","Splinter","United States"
"94080100","Ripple Effect","United States"
"94090100","Jerico","Philippines"
"94100100","Laitakaupungin valot","Germany"
"94100100","Laitakaupungin valot","France"
"94100100","Laitakaupungin valot","Finland"
"94140100","Paris vu par","France"
"94150100","Jeanne and the Perfect Guy","France"
"94170100","Luna Papa","Germany"
"94180100","Wall","France"
"94190100","Marebito","Japan"
"94220100","Protagonist","United States"
"94230100","Live Free or Die","United States"
"94240100","A Letter to True","United States"
"94260100","Poultrygeist: Night of the Chicken Dead","United States"
"94330100","Meilleur Espoir Feminin","France"
"94350100","Fukushû suru wa ware ni ari","Japan"
"94360100","The Times of Harvey Milk","United States"
"94410100","One Last Thing...","United States"
"94440100","Five Minutes of Heaven","United Kingdom"
"94440100","Five Minutes of Heaven","Ireland"
"94460100","Miss Julie","United States"
"94470100","My Mexican Shivah","Mexico"
"94470100","My Mexican Shivah","United States"
"94490100","The Escapist","United Kingdom"
"94490100","The Escapist","Ireland"
"94520100","Raja","France"
"94550100","Savior","United States"
"94570100","J'entends plus la guitare","France"
"94580100","I Trust You To Kill Me","United States"
"94600100","The Last Time I Committed Suicide","United States"
"94630100","Mang Shan","China"
"94640100","I'm Losing You","United States"
"94670100","London","United States"
"94670100","London","United Kingdom"
"94700100","The Personals","United States"
"94710100","Le Secret","France"
"94730100","Lansdown","United States"
"94770100","Looking for an Echo","United States"
