"movie_odid","display_name","franchise"
"276400100","Dark Phoenix","X-Men"
"277300100","Xi You Fu Yao Pian","Journey to the West"
"277680100","Spider-Man: Far From Home","Spider-Man"
"277680100","Spider-Man: Far From Home","Marvel Cinematic Universe"
"278550100","Bigger, Fatter Liar","Big Fat Liar"
"278830100","A Bad Moms Christmas","Bad Moms"
"279720100","Swan Princess: Royally Undercover","Swan Princess"
"280190100","Goosebumps 2: Haunted Halloween","Goosebumps"
"280240100","Boonie Bears: Entangled Worlds","Boonie Bears"
"280360100","An Inconvenient Sequel","An Inconvenient Truth"
"280430100","Stake Land 2","Stake Land"
"280970100","Daddy’s Home 2","Daddy’s Home"
"281800100","Smetto Quando Voglio - Masterclass","Smetto Quando Voglio"
"281900100","Jolly LLB 2","Jolly LLB"
"282050100","2017 Oscar Shorts","Academy Award Short Film Nominations"
"282550100","Meitantei Conan: Epis?do Wan - Chiisakunatta Meitantei","Meitantei Conan"
"282620100","Teen Titans: The Judas Contract","DC Animated Movie Universe"
"282710100","The First Purge","The Purge"
"282780100","The Nun","The Conjuring"
"282980100","Dragonheart: Battle for the Heartfire","Dragonheart"
"284230100","God’s Not Dead: A Light in Darkness","God's Not Dead"
"284560100","The Girl in the Spider’s Web","Millennium (English)"
"284710100","Open Water 3: Cage Dive","Open Water"
"284760100","Berlin, I Love You","Cities of Love"
"285540100","A Quiet Place","A Quiet Place"
"287700100","Batman and Harley Quinn","Batman"
"287700100","Batman and Harley Quinn","DC Animated Movie Universe"
"287870100","Happy Death Day","Happy Death Day"
"288270100","Sicario: Day of the Soldado","Sicario"
"288580100","The Lion King","The Lion King"
"288730100","The Angry Birds Movie 2","The Angry Birds Movie"
"288750100","Baahubali 2: The Conclusion","Baahubali"
"289170100","The Trip to Spain","The Trip"
"289520100","The Curse of La Llorona","The Conjuring"
"290790100","Zhuo yao ji 2","Zhuo yao ji (Monster Hunt)"
"291070100","Mamma Mia: Here We Go Again!","Mamma Mia"
"291090100","The Souvenir","Souvenir"
"291980100","Tyler Perry’s Boo 2! A Madea Halloween","Madea"
"291990100","Paddington 2","Paddington"
"292740100","Eiga Doraemon: Nobita no nankyoku kachikochi daibouken","Doraemon"
"295290100","Tyler Perry’s A Madea Family Funeral","Madea"
"296320100","Boonie Bears: Homeward Journey","Boonie Bears"
"296770100","Cult of Chucky","Child's Play"
"296790100","Kickboxer: Retaliation","Kickboxer"
"299210100","True to the Game","True to the Game"
"299230100","Wonder Woman 1984","Wonder Woman"
"299230100","Wonder Woman 1984","DC Extended Universe"
"300020100","Pup Star: Better 2Gether","Air Bud"
"300800100","I Can Only Imagine","I Can Only Imagine"
"302140100","Ostwind - Aufbruch nach Ora","Windstorm"
"302460100","Bring it On: Worldwide #Cheersmack","Bring It On"
"303290100","Descendants 2","Descendants"
"303640100","Another Wolfcop","Wolfcop"
"303910100","Hellboy","Hellboy"
"304740100","The Croods: A New Age","The Croods"
"304900100","Boonie Bears : Robo Rumble","Boonie Bears"
"305650100","It: Chapter Two","It"
"305680100","Terminator: Dark Fate","Terminator"
"305870100","Men in Black: International","Men in Black"
"306820100","Fast & Furious Presents: Hobbs & Shaw","Fast and the Furious"
"307080100","Shopkins: World Vacation","Shopkins"
"307400100","Creed II","Rocky"
"307630100","The Strangers: Prey at Night","The Strangers"
"307870100","Lighting Dindin","Lighting Dindin"
"309250100","Seung Joi Nei Jor Yau","Troublesome Night"
"309260100","Fack ju Göhte 3","Fack ju Göhte"
"309420100","47 Meters Down: Uncaged","47 Meters Down"
"309740100","Batman: Gotham By Gaslight","DC Animated Movie Universe"
"310360100","Gekijouban Poketto monsutâ: Kimi ni kimeta!","Pokemon"
"311390100","D?butsu Sentai J??j? Tai Ninninj? Mirai kara no Mess?ji Furomu S?p? Sentai","Power Rangers"
"312440100","John Wick: Chapter 3 — Parabellum","John Wick"
"313340100","Smetto quando voglio - Ad Honorem","Smetto Quando Voglio"
"313800100","Deep Blue Sea 2","Deep Blue Sea"
"313880100","Fukrey Returns","Fukrey"
"313890100","Sonic The Hedgehog","Sonic The Hedgehog"
"313940100","Pet Sematary","Pet Sematary"
"313990100","Pororo, Dinosaur Island Adventure","Pororo"
"314350100","Pokémon: Detective Pikachu","Pokemon"
"315240100","PriPara the Movie: Everyone's Longing Let's Go PriPari","Pripara"
"315270100","Qian Ren 3: Yan Zhi Da Zuo Zhan","Ex Files"
"315460100","The Wedding Party 2: Destination Dubai","The Wedding Party"
"315490100","Suicide Squad: Hell to Pay","DC Animated Movie Universe"
"315580100","Johnny English Strikes Again","Johnny English"
"317610100","Xiong Chu Mei Zhi Bian Xing Ji","Boonie Bears"
"317720100","2018 Oscar Shorts","Academy Award Short Film Nominations"
"317790100","Victor Crowley","Hatchet"
"318050100","Joseon Myungtamjung: Heubhyeolgwimaui Bimil","Detective K"
"318280100","Pup Star","Air Bud"
"318330100","The Cloverfield Paradox","Cloverfield"
"318470100","Tang Ren Jie Tan An 2","Detective Chinatown"
"318960100","Hellraiser: Judgment","Hellraiser"
"319300100","Belle et Sébastien 3, le Dernier Chapitre","Belle et Sebastien"
"319470100","Gui Mi 2","Girls (China)"
"319820100","Unbroken: Path to Redemption","Unbroken"
"320250100","Baaghi 2","Baaghi"
"320660100","Daphne & Velma","Scooby-Doo"
"321190100","Shopkins Wild","Shopkins"
"321710100","Best F(r)iends: Volume One","Best F(r)iends"
"322590100","Children of the Corn: Runaway","Children of the Corn"
"324160100","Angel Has Fallen","Fallen"
"326380100","Escape Plan 2: Hades","Escape Plan"
"326760100","Taxi 5","Taxi"
"326890100","The Grudge","Grudge"
"327170100","Unfriended: Dark Web","Unfriended"
"328620100","Jumanji: The Next Level","Jumanji"
"329710100","Tremors: A Cold Day in Hell","Tremors"
"329940100","The Death of Superman","DC Animated Movie Universe"
"330040100","Happy Death Day 2U","Happy Death Day"
"330220100","A Dog’s Journey","A Dog’s Purpose"
"331190100","Bill & Ted Face the Music","Bill & Ted"
"333210100","Doctor Sleep","The Shining"
"333710100","3 From Hell","The Devil’s Rejects"
"335440100","The Debt Collector","Debt Collector"
"341200100","Di Ren Jie Zhi Si Da Tian Wang","Detective Dee"
"342950100","I am Vengeance","I Am Vengeance"
"344270100","Child’s Play","Child's Play"
"345740100","Joker","Batman"
"346590100","Dragon Ball Super: Broly","Dragon Ball Z"
"352830100","Boku no Hero Academia the Movie","My Hero Academia"
"355470100","Reign of the Supermen","DC Animated Movie Universe"
"362900100","Du Cheng Feng Yun 2","The Man From Macau"
"363600100","Gekijô-ban poketto monsutâ: Adobansu jenerêshon pokemon renjâ to umi no ôji manafi","Pokemon"
"364180100","Downton Abbey","Downton Abbey"
"365730100","Gekijô-ban Naruto: Daikôfun! Mikazukijima no animaru panikku dattebayo!","Gekijo ban Naruto"
"368910100","Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn)","DC Extended Universe"
"369130100","Lego DC Super Heroes: Aquaman—Rage of Atlantis","Lego"
"371270100","Annabelle Comes Home","Annabelle"
"371270100","Annabelle Comes Home","The Conjuring"
"371730100","Knives Out","Knives Out"
"373230100","Scorpion King: Book of Souls","Scorpion King"
"373630100","Shaun the Sheep Movie: Farmageddon","Shaun the Sheep"
"374260100","Benchwarmers 2: Breaking Balls","Benchwarmers"
"375000100","No Manches Frida 2","No Manches Frida"
"375660100","Brahms: The Boy II","The Boy"
"378070100","Justice League vs. The Fatal Five","DC Animated Movie Universe"
"378110100","Skjelvet","Bølgen"
"387360100","Lord Of The Rings Trilogy","Peter Jackson's Lord of the Rings"
"387890100","Ye Wen hui chuan: Zhang Tianzhi","Ip Man"
"388990100","The Snowman and the Snowdog","The Snowman"
"389150100","Norm of the North: Keys to the Kingdom","Norm of the North"
"389710100","Backdraft II","Backdraft"
"391150100","Yolki Posledniye","Yolki"
"391390100","Olaf’s Frozen Adventure","Frozen"
"391450100","Der kleine Drache Kokosnuss - Auf in den Dschungel!","Coconut the Little Dragon"
"393410100","Boonie Bears: Blast Into The Past","Boonie Bears"
"393780100","Total Dhamaal","Dhamaal"
"394160100","Jay and Silent Bob Reboot","View Askewniverse"
"394520100","2019 Oscar Shorts","Academy Award Short Film Nominations"
"396200100","I Still Believe","I Can Only Imagine"
"396770100","Exhibition on Screen: Young Picasso","exhibition on screen"
"398620100","Signed, Sealed, Delivered: The Road Less Traveled","Signed, Sealed, Delivered"
"398660100","Batman: Hush","DC Animated Movie Universe"
"398940100","Rambo: Last Blood","Rambo"
"405320100","Tanguy, le retour","Tanguy"
"405390100","Kimetsu no Yaiba","Demon Slayer - Kimetsu no Yaiba"
"405690100","Critters Attack!","Critters"
"406370100","Student of the Year 2","Student of the Year"
"407000100","Wonder Woman: Bloodlines","DC Animated Movie Universe"
"407410100","Bbororo Geukjangpan Bomulseom Daemoheom","Pororo"
"415440100","Cirque du Soleil: KURIOS - Cabinet Of Curiosities","Cirque du Soleil"
"417000100","Escape Plan: The Extractors","Escape Plan"
"419430100","Gekijô-ban poketto monsutâ - Myûtsû no gyakushû Evolution","Pokemon"
"419690100","Descendants 3","Descendants"
"419990100","Tales from Sanctuary City: Daisy Quokka, World’s Scariest Animal","Tales From Sanctuary City"
"427770100","Thomas and Friends: Digs and Discoveries","Thomas and Friends"
"433600100","A Godwink Christmas","A Godwink Christmas"
"435800100","Yip Man 4","Ip Man"
"436280100","Wrong Turn","Wrong Turn"
"436370100","The Trip to Greece","The Trip"
"437450100","Dabangg 3","Dabangg"
"438660100","Justice League Dark: Apokolips War","DC Animated Movie Universe"
"438660100","Justice League Dark: Apokolips War","Justice League"
"438670100","Superman: Red Son","DC Animated Movie Universe"
"438780100","63 Up","7 Up"
"440460100","Lupin III: The First","Lupin III"
"441400100","2020 Oscar Shorts","Academy Award Short Film Nominations"
"442180100","Boku no H?r? Akademia The Movie H?r?zu: Raijingu","My Hero Academia"
"443450100","Ivan Tsarevich i Seryy Volk 4","Ivan Tsarevich i Seryy Volk"
"444490100","Jiang Ziya","Fengshen Cinematic Universe"
"444890100","Tang Ren Jie Tan An 3","Detective Chinatown"
"445140100","Digimon Adventure: Last Evolution Kizuna","Digimon"
"446320100","Exhibition On Screen: Lucian Freud - A Self Portrait 2020","exhibition on screen"
"449350100","Baaghi 3","Baaghi"
"449900100","Kaptein Sabeltann og den magiske diamant","Captain Sabertooth"
"449980100","Bhoot: Part One — The Haunted Ship","Bhoot"
"451330100","Ban-do","Train to Busan"
"451780100","After We Collided","After"
"452850100","Mortal Kombat Legends: Scorpions’s Revenge","Mortal Kombat"
"453800100","True to the Game 2: Gena’s Story","True to the Game"
"458390100","Superman: Man of Tomorrow","Superman"
"458390100","Superman: Man of Tomorrow","DC Extended Universe"
"459820100","Deep Blue Sea 3","Deep Blue Sea"
"462900100","Cats & Dogs 3: Paws Unite!","Cats and Dogs"
"464470100","Deathstroke: Knights & Dragons","DC Extended Universe"
"468610100","Aliens Stole My Body","Rod Allbright Alien Adventures"
"469020100","Happy Halloween, Scooby-Doo!","Scooby-Doo"
"469210100","Tremors: Shrieker Island","Tremors"
"469460100","Padre no hay más que uno 2: La llegada de la suegra","Father There is Only One"
"470020100","Gekijôban Urutoraman Ginga S: Kessen! Urutora 10 yûshi!","Ultraman"
"472620100","Cin Bebek 2","Cin Bebek"
"476380100","The Craft: Legacy","The Craft"
"476680100","Tarapaty 2","Tarapaty"
"477000100","Zong Shi Ye Wen","Ip Man"
"478610100","Kimetsu no Yaiba: Mugen Ressha-Hen","Demon Slayer - Kimetsu no Yaiba"
"490660100","Toy Story That Time Forgot","Toy Story"
"491320100","Howard Lovecraft & the Undersea Kingdom","Howard Lovecraft"
"492470100","Um Tio Quase Perfeito 2","A Near Perfect Uncle"
