"movie_odid","display_name","language"
"125950100","Le Grand Alibi","French"
"125970100","Wal-Mart: The High Cost of Low Price","English"
"125990100","Angel's Ladies","English"
"126160100","9th Company","Russian"
"126170100","Nana","Japanese"
"126180100","Gekij?ban Poketto Monsut? Adobansu Jener?shon My? to Had? no Y?sha Rukario","Japanese"
"126190100","Bayside Shakedown 3: Set the Guys Loose","Japanese"
"126200100","Welcome to Dongmakgol","Korean"
"126210100","The Hobbit: The Desolation of Smaug","English"
"126240100","Colpo d’occhio","Italian"
"126250100","Calabash Brothers","Mandarin"
"126260100","Girl Scout","Korean"
"126310100","The Lone Ranger","English"
"126380100","Fool N Final","Hindi"
"126410100","All Good Things","English"
"126420100","48 heures par jour","French"
"126430100","Daikessen! Cho Urutora Hachi Kyodai","Japanese"
"126440100","Flood","English"
"126460100","Il Papa di Giovanna","Italian"
"126510100","Unthinkable","English"
"126540100","The Hobbit: An Unexpected Journey","English"
"126590100","A Tale of Mari and Three Puppies","Japanese"
"126600100","Sherlock Holmes","English"
"126610100","Fate","Korean"
"126650100","Pirates of the Caribbean: On Stranger Tides","English"
"126660100","Big Eyes","English"
"126660100","Big Eyes","French"
"126660100","Big Eyes","Italian"
"126670100","Desu Noto 2","Japanese"
"126680100","Furry Vengeance","English"
"126690100","The Town","English"
"126730100","The Darwin Awards","English"
"126760100","Deux jours à tuer","French"
"126780100","Tous à l'Ouest: Une aventure de Lucky Luke","French"
"127800100","Stranger Than Paradise","English"
"128100100","Pauline at the Beach","French"
"128630100","The Horse Boy","English"
"128660100","Nae sarang nae gyeotae","Korean"
"128670100","Knight and Day","English"
"128690100","Waking Sleeping Beauty","English"
"128740100","In Search of Beethoven","English"
"128760100","The Sword with no Name","Korean"
"128770100","The Other Guys","English"
"128770100","The Other Guys","English"
"128780100","Main Aurr Mrs. Khanna","Hindi"
"128800100","Jiàn gúo dà yè","Mandarin"
"128830100","The Croods","English"
"128840100","Baarìa","Italian"
"128840100","Baarìa","Sicilian"
"128850100","The Boondock Saints 2: All Saints Day","English"
"128860100","Flickan som lekte med elden","Swedish"
"128870100","Wickie und die starken Männer","German"
"128880100","Rise of the Guardians","English"
"128900100","Batman & Robin","English"
"128920100","Extraordinary Measures","English"
"128940100","Diary of a Wimpy Kid","English"
"128950100","Oceans","French"
"128960100","Predators","English"
"128970100","Visual Acoustics","English"
"128980100","All the Best: Fun Begins","Hindi"
"129000100","La Nana","Spanish"
"129030100","The Hole 3D","English"
"129040100","Solitary Man","English"
"129050100","Bitch Slap","English"
"129080100","Lesbian Vampire Killers","English"
"129110100","Yogi Bear","English"
"129120100","Underworld: Awakening","English"
"129160100","Happy Feet Two","English"
"129170100","Arthur Christmas","English"
"129190100","Battle: Los Angeles","English"
"129200100","Step Up 3D","English"
"129220100","Babies","English"
"129220100","Babies","Japanese"
"129220100","Babies","Mongolian"
"129220100","Babies","Afrikaans"
"129230100","The Eclipse","English"
"129270100","Kings of the Evening","English"
"129290100","Poltergeist","English"
"129300100","Oggi Sposi","Italian"
"129310100","Killing Kasztner","English"
"129310100","Killing Kasztner","Hebrew"
"129460100","London Dreams","Hindi"
"129530100","Crazy Heart","English"
"129550100","La Danse","French"
"129560100","Collapse","English"
"129570100","The Good Heart","English"
"129600100","Greenberg","English"
"129620100","Jack Goes Boating","English"
"129650100","Les herbes folles","French"
"129660100","Ajab Prem Ki Ghazab Kahani","Hindi"
"129670100","Cowboy and Lucky","English"
"129690100","William Kunstler: Disturbing the Universe","English"
"129710100","Kurbaan","Hindi"
"129740100","Until the Light Takes Us","English"
"129750100","The American","English"
"129750100","The American","Italian"
"129760100","300","English"
"129770100","Armageddon","English"
"129780100","Air Force One","English"
"129790100","Apollo 13","English"
"129810100","American Pie 2","English"
"129820100","American Gangster","English"
"129830100","American Beauty","English"
"129840100","2 Fast 2 Furious","English"
"129860100","10,000 B.C.","English"
"129870100","Antz","English"
"129880100","Along Came Polly","English"
"129890100","Are We There Yet?","English"
"129900100","21","English"
"129920100","Apocalypse Now","English"
"129930100","27 Dresses","English"
"129940100","Any Given Sunday","English"
"129950100","Along Came a Spider","English"
"129960100","1408","English"
"129990100","102 Dalmatians","English"
"130000100","Antarctica","English"
"130020100","13 Going On 30","English"
"130030100","2001: A Space Odyssey","English"
"130050100","3:10 to Yuma","English"
"130080100","Amadeus","English"
"130090100","Apocalypto","English"
"130100100","Are We Done Yet?","English"
"130150100","30 Days of Night","English"
"130160100","The Adventures of Sharkboy and Lavagirl in 3-D","English"
"130170100","28 Days","English"
"130180100","16 Blocks","English"
"130220100","The 13th Warrior","English"
"130270100","28 Weeks Later","English"
"130280100","After the Sunset","English"
"130300100","The Ant Bully","English"
"130310100","The Adventures of Rocky & Bullwinkle","English"
"130320100","Aeon Flux","English"
"130350100","Arlington Road","English"
"130360100","15 Minutes","English"
"130380100","Agent Cody Banks 2: Destination London","English"
"130390100","2 For the Money","English"
"130410100","Adaptation","English"
"130420100","Amazing Grace","English"
"130430100","Antwone Fisher","English"
"130480100","Appaloosa","English"
"130480100","Appaloosa","Apache"
"130530100","The Apartment","English"
"130540100","Aquamarine","English"
"130550100","Adrenaline Rush: The Science of Risk","English"
"130560100","An American Haunting","English"
"130570100","21 Grams","English"
"130580100","Adventureland","English"
"130600100","3000 Miles to Graceland","English"
"130620100","Alpha Dog","English"
"130650100","American Outlaws","English"
"130660100","25th Hour","English"
"130680100","12 Rounds","English"
"130700100","The Adventures of Elmo in Grouchland","English"
"130770100","The African Queen","English"
"130770100","The African Queen","German"
"130770100","The African Queen","Swahili"
"130790100","Air Bud: Golden Receiver","English"
"130810100","3 Strikes","English"
"130880100","American Dreamz","English"
"130920100","An American Carol","English"
"130990100","American Splendor","English"
"131030100","Against the Ropes","English"
"131040100","Aqua Teen Hunger Force Colon Movie Film for Theaters","English"
"131210100","Afterglow","English"
"131230100","Adam","English"
"131250100","Ararat","English"
"131250100","Ararat","Armenian"
"131250100","Ararat","French"
"131250100","Ararat","German"
"131280100","L'âge des ténèbres","French"
"131280100","L'âge des ténèbres","English"
"131290100","2046","Cantonese"
"131290100","2046","Japanese"
"131290100","2046","Mandarin"
"131460100","O Ano em Que Meus Pais Saíram de Férias","Portuguese"
"131460100","O Ano em Que Meus Pais Saíram de Férias","Yiddish"
"131480100","L'armée des ombres","French"
"131480100","L'armée des ombres","German"
"131480100","L'armée des ombres","English"
"131490100","11th Hour","English"
"131500100","Anvil! The Story of Anvil","English"
"131520100","2009 Oscar Shorts","Bhojpuri"
"131520100","2009 Oscar Shorts","Danish"
"131520100","2009 Oscar Shorts","English"
"131520100","2009 Oscar Shorts","French"
"131520100","2009 Oscar Shorts","German"
"131520100","2009 Oscar Shorts","Hindi"
"131520100","2009 Oscar Shorts","Japanese"
"131520100","2009 Oscar Shorts","Russian"
"131520100","2009 Oscar Shorts","Swiss German"
"131520100","2009 Oscar Shorts","Urdu"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","Arabic"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","Bengali"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","Danish"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","Dutch"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","English"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","French"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","Italian"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","Russian"
"131570100","A Collection of 2007 Academy Award Nominated Short Films - Live Action & Animation","Spanish"
"131630100","Amandla! A Revolution in Four Part Harmony","English"
"131630100","Amandla! A Revolution in Four Part Harmony","Zulu"
"131710100","Adoration","English"
"131750100","Anonyma - Eine Frau in Berlin","German"
"131750100","Anonyma - Eine Frau in Berlin","Russian"
"131780100","Aida at La Scala","Italian"
"131800100","The 2005 Academy Award Nominated Short Films","English"
"131850100","12","Russian"
"131850100","12","Chechen"
"131870100","Almost Salinas","English"
"131890100","101 Reykjavík","Icelandic"
"131890100","101 Reykjavík","English"
"131890100","101 Reykjavík","Spanish"
"131930100","2 ou 3 choses que je sais d'elle","French"
"131930100","2 ou 3 choses que je sais d'elle","Italian"
"131930100","2 ou 3 choses que je sais d'elle","English"
"131960100","Afghan Star","English"
"131960100","Afghan Star","Pashtu"
"131960100","Afghan Star","Dari"
"132010100","America the Beautiful","English"
"132070100","Une affaire de goût","French"
"132140100","American Casino","English"
"132160100","L'âge d'or","French"
"132230100","The Answer Man","English"
"132270100","Un año sin amor","Spanish"
"132270100","Un año sin amor","French"
"132280100","American Gun","English"
"132410100","2 Männer, 2 Frauen - 4 Probleme!?","German"
"132450100","Aguirre: The Wrath of God","English"
"132450100","Aguirre: The Wrath of God","Quechua"
"132450100","Aguirre: The Wrath of God","Spanish"
"132450100","Aguirre: The Wrath of God","German"
"132460100","13B","Tamil"
"132460100","13B","Hindi"
"132470100","37º2 le matin","French"
"132500100","A dios momo","Spanish"
"132600100","Antônia - O Filme","Portuguese"
"132640100","Afterschool","English"
"132710100","American Pie Presents: The Book of Love","English"
"132730100","Aibô shirîzu Kanshiki Yonezawa Mamoru no jikenbo","Japanese"
"132740100","(Untitled)","English"
"132850100","Antichrist","English"
"132870100","Los años desnudos","Spanish"
"132890100","Agora","English"
"132980100","Apne","Hindi"
"133000100","Alter Ego","Greek"
"133010100","The Adventures of Tintin","English"
"133040100","12 Angry Men","English"
"133110100","Ant-Man","English"
"133140100","Arn - Tempelriddaren","Swedish"
"133140100","Arn - Tempelriddaren","English"
"133140100","Arn - Tempelriddaren","Latin"
"133140100","Arn - Tempelriddaren","Arabic"
"133140100","Arn - Tempelriddaren","French"
"133160100","Alvin and the Chipmunks: The Squeakquel","English"
"133170100","15 ans et demi","French"
"133180100","1612","Russian"
"133180100","1612","Polish"
"133180100","1612","Spanish"
"133180100","1612","Italian"
"133180100","1612","Dutch"
"133190100","Arn - Riket vid vägens slut","Swedish"
"133190100","Arn - Riket vid vägens slut","Norwegian"
"133190100","Arn - Riket vid vägens slut","English"
"133190100","Arn - Riket vid vägens slut","Danish"
"133190100","Arn - Riket vid vägens slut","Arabic"
"133210100","Afutâ sukûru","Japanese"
"133230100","An American Girl: Chrissa Stands Strong","English"
"133240100","Affaire de famille","French"
"133250100","Alpha and Omega 3D","English"
"133260100","Las 13 Rosas","Spanish"
"133270100","Always zoku san-chôme no yûhi","Japanese"
"133300100","Apocalypse Code","Russian"
"133340100","2012","English"
"133350100","3 amis","French"
"133410100","Armored","English"
"133430100","Amelia","English"
"133570100","Frozen","English"
"133590100","The Joneses","English"
"133710100","Bran Nue Dae","English"
"133720100","De Dana Dan","Hindi"
"133730100","Topp Twins Untouchable Girls","English"
"133830100","Meno Male Che Ci Sei","Italian"
"133850100","Paa","Hindi"
"133880100","Creation","English"
"133890100","El delfín: La historia de un soñador","Spanish"
"133910100","Get Low","English"
"133950100","Twelve","English"
"133960100","The Wildest Dream","English"
"133970100","The Winning Season","English"
"134080100","Halo Legends","English"
"134080100","Halo Legends","Spanish"
"134090100","Leap Year","English"
"134120100","Snowmen","English"
"134130100","Speed-Dating","English"
"134150100","L'Argent de poche","French"
"134160100","Home","French"
"134190100","Rocket Singh: Salesman of the Year","Hindi"
"134200100","Letters to God","English"
"134230100","Why Did I Get Married Too?","English"
"134250100","Cyrus","English"
"134260100","R.T.T.","French"
"134260100","R.T.T.","English"
"134260100","R.T.T.","Spanish"
"134290100","Larger than Life 3D: The Dave Matthews Band","English"
"134300100","Nikté","Spanish"
"134310100","A Town Called Panic","French"
"134340100","3 Idiots","Hindi"
"134360100","The Loss of a Teardrop Diamond","English"
"134380100","Waiting for Armageddon","English"
"134390100","Fish Tank","English"
"134400100","Frygtelig Lykkelig","Danish"
"134440100","Red Riding: The Year of Our Lord 1974","English"
"134460100","Red Riding: The Year of Our Lord 1983","English"
"134470100","The Bounty Hunter","English"
"134480100","Chernaya Molniya","Russian"
"134490100","Celda 211","Spanish"
"134490100","Celda 211","Basque"
"134490100","Celda 211","English"
"134500100","Poli?ist, Adjectiv","Romanian"
"134520100","35 Rhums","French"
"134520100","35 Rhums","German"
"134540100","Shanghai Red","English"
"134540100","Shanghai Red","Mandarin"
"134550100","Bucky Larson: Born to Be a Star","English"
"134560100","Love and Other Drugs","English"
"134570100","How Do You Know?","English"
"134620100","Star Trek Into Darkness","English"
"134620100","Star Trek Into Darkness","Klingon"
"134630100","Hubble 3D","English"
"134650100","Ondine","English"
"134650100","Ondine","French"
"134650100","Ondine","Romanian"
"134670100","The Eagle","English"
"134670100","The Eagle","Gaelic"
"134690100","Serge Gainsbourg vie heroique","French"
"134700100","La Herencia Valdemar","Spanish"
"134710100","Io, Loro e Lara","Italian"
"134730100","Black","French"
"134740100","Chance Pe Dance","Hindi"
"134750100","True Grit","English"
"134770100","Paranormal Activity 2","English"
"134780100","La fille du RER","French"
"134790100","Drool","English"
"134800100","Raajneeti","Hindi"
"134810100","North Face","German"
"134830100","Let Me In","English"
"134840100","The Runaways","English"
"134850100","Misconceptions","English"
"134880100","The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","English"
"134950100","Formosa Betrayed","English"
"135000100","Trailer Park Boys: Countdown to Liquor Day","English"
"135010100","The Good Guy","English"
"135020100","The Weathered Underground","English"
"135030100","Veer","Hindi"
"135060100","Mine","English"
"135120100","Somewhere","English"
"135130100","The Kids Are All Right","English"
"135140100","My Name is Khan","Hindi"
"135140100","My Name is Khan","English"
"135160100","The Korean","English"
"135170100","Ajami","Arabic"
"135170100","Ajami","Hebrew"
"135210100","Dance with Julianne: Cardio Ballroom","English"
"135220100","1981","French"
"135230100","Hausu","Japanese"
"135240100","13","English"
"135280100","Just Wright","English"
"135310100","2010 Oscar Shorts","English"
"135310100","2010 Oscar Shorts","Mandarin"
"135310100","2010 Oscar Shorts","German"
"135310100","2010 Oscar Shorts","Polish"
"135310100","2010 Oscar Shorts","Russian"
"135310100","2010 Oscar Shorts","Swedish"
"135310100","2010 Oscar Shorts","Hindi"
"135320100","American Radical: The Trials of Norman Finkelstein","English"
"135330100","Le Petit Nicolas","French"
"135340100","[Rec] 2","Spanish"
"135350100","Blood Done Sign My Name","English"
"135410100","5150, Rue des Ormes","French"
"135460100","Feng sheng","Mandarin"
"135470100","After.Life","English"
"135490100","BLUE","Hindi"
"135510100","The Art of the Steal","English"
"135520100","Karthik Calling Karthik","Hindi"
"135540100","Chloe","English"
"135550100","Amarcord","Italian"
"135550100","Amarcord","Greek"
"135590100","Harry Brown","English"
"135660100","Rann","Hindi"
"135660100","Rann","Urdu"
"135660100","Rann","English"
"135670100","The Secret of Kells","English"
"135680100","Paan Singh Tomar","Hindi"
"135760100","Micmacs","French"
"135770100","The Red Baron","English"
"135800100","Looking for Palladin","English"
"135820100","Atithi Tum Kab Jaoge?","Hindi"
"135830100","Tirez sur le pianiste","French"
"135860100","The Experiment","English"
"135880100","Lebanon","Hebrew"
"135880100","Lebanon","Arabic"
"135880100","Lebanon","French"
"135880100","Lebanon","English"
"135920100","Mars Needs Moms","English"
"135930100","The Good Soldier","English"
"135940100","Warrior","English"
"135950100","Saw 3D","English"
"135960100","For Colored Girls","English"
"135970100","Gunless","English"
"135980100","Children of Invention","English"
"135980100","Children of Invention","Cantonese"
"135980100","Children of Invention","Mandarin"
"135990100","The Social Network","English"
"136060100","Rejoice and Shout","English"
"136090100","The Last Exorcism","English"
"136090100","The Last Exorcism","English"
"136110100","Ca$h","English"
"136120100","Dancing Across Borders","English"
"136120100","Dancing Across Borders","Khmer"
"136140100","Barbe Bleue","French"
"136170100","Prince","Hindi"
"136190100","Pranzo di ferragosto","Italian"
"136200100","Les vacances de M. Hulot","French"
"136230100","George A. Romero's Survival of the Dead","English"
"136240100","La Mission","English"
"136260100","Standing Ovation","English"
"136300100","Dreamkiller","English"
"136340100","Nowhere Boy","English"
"136360100","Poema de Salvación","Spanish"
"136380100","El secreto de sus ojos","Spanish"
"136390100","The Switch","English"
"136400100","Breaking Upwards","English"
"136410100","Restrepo","English"
"136440100","Tonari no Totoro","Japanese"
"136460100","Cheech & Chong's Hey Watch This","English"
"136500100","Hey, Hey, It's Esther Blueburger","English"
"136520100","Thirst","English"
"136540100","Exit Through the Gift Shop","English"
"136540100","Exit Through the Gift Shop","French"
"136550100","Die Teufelskicker","German"
"136560100","L'arnacouer","French"
"136570100","Terkel i knibe","Danish"
"136580100","13 Semester","German"
"136590100","Spanish Movie","Spanish"
"136620100","Chain Letter","English"
"136710100","Autoreiji","Japanese"
"136730100","Women Without Men","Persian"
"136730100","Women Without Men","English"
"136750100","Shi Yue Wei Cheng","Mandarin"
"136750100","Shi Yue Wei Cheng","Cantonese"
"136790100","The Disappearance of Alice Creed","English"
"136850100","The Tempest","English"
"136860100","Noémie: Le secret","French"
"136870100","Pour toujours, les Canadiens","French"
"136880100","Twilight in Forks: Saga of the Real Town","English"
"137000100","Winter's Bone","English"
"137020100","You and I","English"
"137020100","You and I","Russian"
"137030100","Dulha Mil Gaya","Hindi"
"137030100","Dulha Mil Gaya","Urdu"
"137030100","Dulha Mil Gaya","Punjabi"
"137030100","Dulha Mil Gaya","English"
"137040100","Nora Inu","Japanese"
"137060100","Casino Jack and the United States of Money","English"
"137070100","Holy Rollers","English"
"137120100","Sweetgrass","English"
"137130100","Valley of the Hearts Delight","English"
"137140100","Winnebago Man","English"
"137160100","8: The Mormon Proposition","English"
"137280100","Behind the Burly Q","English"
"137290100","Ishqiya","Hindi"
"137300100","Animal Kingdom","English"
"137400100","The Freebie","English"
"137470100","Fair*Game","English"
"137480100","Joan Rivers: A Piece of Work","English"
"137510100","Scott Pilgrim vs. The World","English"
"137540100","Best Worst Movie","English"
"137550100","Boogie Woogie","English"
"137560100","Princess Kaiulani","English"
"137570100","Buried","English"
"137580100","L'affaire Farewell, l'espion de la vengeance","French"
"137580100","L'affaire Farewell, l'espion de la vengeance","Russian"
"137580100","L'affaire Farewell, l'espion de la vengeance","English"
"137590100","Les sept jours du talion","French"
"137600100","Volcano","English"
"137610100","Breakdown","English"
"137680100","Waiting for Forever","English"
"137700100","The Human Centipede","English"
"137700100","The Human Centipede","German"
"137700100","The Human Centipede","Japanese"
"137710100","Housefull","Hindi"
"137780100","Game of Death","English"
"137820100","Space Chimps 2: Zartog Strikes Back","English"
"137830100","Logan","English"
"137840100","It's Kind of a Funny Story","English"
"137850100","The Oath","English"
"137860100","Racing Dreams","English"
"137890100","Batman: Under the Red Hood","English"
"137940100","Don't Be Afraid of the Dark","English"
"138010100","Breath Made Visible","English"
"138020100","Countdown to Zero","English"
"138030100","And Soon the Darkness","English"
"138040100","Charlie St. Cloud","English"
"138070100","Eat Pray Love","English"
"138090100","The Extra Man","English"
"138130100","Ip Man","Japanese"
"138130100","Ip Man","Mandarin"
"138130100","Ip Man","Cantonese"
"138140100","Legendary","English"
"138160100","The Oogieloves in the BIG Balloon Adventure","English"
"138170100","Waiting for Superman","English"
"138220100","Pájaros de Papel","Spanish"
"138240100","Kites","English"
"138260100","Mugabe and the White African","English"
"138260100","Mugabe and the White African","Shona"
"138270100","Kings of Pastry","English"
"138270100","Kings of Pastry","French"
"138280100","A Mother's Courage: Talking Back to Autism","English"
"138280100","A Mother's Courage: Talking Back to Autism","Icelandic"
"138290100","180 South","English"
"138300100","Le père de mes enfants","French"
"138310100","Deux de la vague","French"
"138330100","My Year Without Sex","English"
"138340100","Le hérisson","French"
"138360100","Alle Anderen","German"
"138370100","The Cremaster Cycle","English"
"138380100","Kasi az Gorbehaye Irani Khabar Nadareh","Persian"
"138390100","The Cartel","English"
"138400100","Nobody's Perfect","German"
"138410100","Phish 3D","English"
"138420100","Luftslottet som sprängdes","Swedish"
"138430100","Touching Home","English"
"138480100","Daddy Long Legs","English"
"138480100","Daddy Long Legs","French"
"138520100","The Trotsky","English"
"138520100","The Trotsky","French"
"138520100","The Trotsky","Hebrew"
"138520100","The Trotsky","Russian"
"138520100","The Trotsky","German"
"138550100","Hunt to Kill","English"
"138570100","The Killer Inside Me","English"
"138610100","Rosencrantz and Guildenstein are Undead","English"
"138640100","Boxing Gym","English"
"138650100","Sea Rex 3D: Journey to a Prehistoric World","English"
"138680100","Fatal","French"
"138690100","Hanni & Nanni","German"
"138710100","Mademoiselle Chambon","French"
"138740100","Wild Target","English"
"138760100","Beauty and the Beast","English"
"138810100","The Nature of Existence","English"
"138820100","Raavan","Hindi"
"138830100","Io sono l’amore","Italian"
"138840100","Le Amiche","Italian"
"138870100","Never Let Me Go","English"
"138880100","Conviction","English"
"138890100","The Next Three Days","English"
"138890100","The Next Three Days","English"
"138900100","Madea’s Big Happy Family","English"
"138960100","The Adjustment Bureau","English"
"138970100","Chuzhaya","Russian"
"138980100","Devil","English"
"138980100","Devil","Ukrainian"
"138990100","Skyline","English"
"139000100","Take Me Home Tonight","English"
"139000100","Take Me Home Tonight","English"
"139010100","Limitless","English"
"139020100","Sanctum","English"
"139030100","Paul","English"
"139030100","Paul","English"
"139050100","Easy A","English"
"139060100","Smash His Camera","English"
"139070100","Conan the Barbarian","English"
"139080100","Jean-Michel Basquiat: The Radiant Child","English"
"139110100","Kynodontas","Greek"
"139130100","Cropsey","English"
"139150100","Les amours imaginaires","French"
"139160100","Le baiser du barbu","French"
"139170100","L'enfant prodige","French"
"139220100","Cairo Time","English"
"139220100","Cairo Time","Arabic"
"139230100","Le Concert","French"
"139230100","Le Concert","Russian"
"139250100","Expecting Mary","English"
"139260100","I'm Still Here","English"
"139270100","African Cats","English"
"139280100","The Romantics","English"
"139330100","L'instinct de mort","French"
"139390100","Udaan","Hindi"
"139410100","La Soga","Spanish"
"139420100","My Dog Tulip","English"
"139430100","God of Vampires","English"
"139440100","Howl","English"
"139450100","White Wedding","English"
"139450100","White Wedding","Afrikaans"
"139450100","White Wedding","Zulu"
"139450100","White Wedding","Xhosa"
"139450100","White Wedding","isiZulu"
"139450100","White Wedding","isiXhosa"
"139450100","White Wedding","Setswana"
"139470100","San qiang pai an jing qi","English"
"139470100","San qiang pai an jing qi","Mandarin"
"139480100","You Will Meet a Tall Dark Stranger","English"
"139490100","Tamara Drewe","English"
"139500100","Made in Dagenham","English"
"139510100","L'illusionniste","French"
"139510100","L'illusionniste","English"
"139510100","L'illusionniste","Gaelic"
"139520100","Another Year","English"
"139530100","Spoken Word","English"
"139540100","My Soul to Take","English"
"139560100","Doctor Seuss' The Lorax","English"
"139580100","Immortals","English"
"139590100","The Change-Up","English"
"139600100","Fast Five","English"
"139610100","Bridesmaids","English"
"139620100","The Thing","English"
"139640100","The Girl with the Dragon Tattoo","English"
"139650100","Enter the Void","Japanese"
"139650100","Enter the Void","English"
"139660100","Carlos","English"
"139660100","Carlos","Arabic"
"139660100","Carlos","German"
"139660100","Carlos","Spanish"
"139660100","Carlos","French"
"139660100","Carlos","Japanese"
"139660100","Carlos","Russian"
"139660100","Carlos","Hungarian"
"139670100","Life During Wartime","English"
"139690100","Alamar","Spanish"
"139690100","Alamar","Italian"
"139720100","Cedar Rapids","English"
"139770100","Vampires Suck","English"
"139790100","Machete","Spanish"
"139790100","Machete","English"
"139810100","Welcome to the Rileys","English"
"139820100","The Virginity Hit","English"
"139830100","Tinker Bell and the Great Fairy Rescue","English"
"139860100","Monsters University","English"
"139870100","The Arbor","English"
"139890100","Sammy's avonturen: De geheime doorgang","English"
"139920100","Who is Harry Nilsson (and Why is Everybody Talkin' About Him)?","English"
"139940100","Peepli Live","Hindi"
"139950100","Neshoba: The Price of Freedom","English"
"139960100","Lovely, Still","English"
"139970100","La siciliana ribelle","Italian"
"139980100","The Twilight Saga: Breaking Dawn, Part 1","English"
"139990100","The Twilight Saga: Breaking Dawn, Part 2","English"
"140020100","Helena From the Wedding","English"
"140030100","Monsters","English"
"140030100","Monsters","Spanish"
"140040100","Catfish","English"
"140050100","Red","English"
"140060100","Freakonomics","English"
"140070100","The Warrior's Way","English"
"140080100","Stone","English"
"140090100","Frankenweenie","English"
"140100100","John Carter","English"
"140100100","John Carter","Apache"
"140110100","Dolphin Tale","English"
"140120100","Altiplano","Spanish"
"140120100","Altiplano","Quechua"
"140120100","Altiplano","French"
"140120100","Altiplano","Persian"
"140130100","Carmo","Portuguese"
"140130100","Carmo","Spanish"
"140150100","Elysium","English"
"140180100","The Apparition","English"
"140210100","Edge of Tomorrow","English"
"140240100","The Dark Knight Rises","English"
"140260100","Bad Teacher","English"
"140270100","Beginners","English"
"140280100","Bel Ami","English"
"140300100","Bridget Jones’s Baby","English"
"140330100","Black Swan","English"
"140350100","Big Mommas: Like Father, Like Son","English"
"140380100","Black Panther","English"
"140440100","Beautiful Boy","English"
"140470100","127 Hours","English"
"140530100","One Day","English"
"140540100","One for the Money","English"
"140550100","Rise of the Planet of the Apes","English"
"140560100","Celeste and Jesse Forever","English"
"140580100","21 Jump Street","English"
"140600100","2 Days in New York","English"
"140600100","2 Days in New York","French"
"140600100","2 Days in New York","Italian"
"140610100","Casa de mi Padre","Spanish"
"140620100","30 Minutes or Less","English"
"140650100","The Three Musketeers","English"
"140660100","The Three Stooges","English"
"140680100","47 Ronin","English"
"140680100","47 Ronin","Japanese"
"140710100","The 5th Quarter","English"
"140720100","The Five-Year Engagement","English"
"140750100","Anchorman 2: The Legend Continues","English"
"140790100","Abduction","English"
"140810100","Being Flynn","English"
"140850100","En ganske snill mann","Norwegian"
"140860100","The Age of Adaline","English"
"140910100","I Want Your Money","English"
"140930100","Circle","English"
"140940100","16 to Life","English"
"140960100","The Big Year","English"
"140980100","Scream 4","English"
"141030100","From Prada to Nada","English"
"141070100","Hitchcock","English"
"141130100","Abraham Lincoln: Vampire Hunter","English"
"141170100","Dallas Buyers Club","English"
"141190100","American Pastoral","English"
"141220100","Anonymous","English"
"141230100","Answers to Nothing","English"
"141250100","Arabian Nights","English"
"141280100","Cìkè Niè Yinniáng","Mandarin"
"141290100","A Single Shot","English"
"141310100","Arthur","English"
"141340100","The Bang Bang Club","English"
"141370100","Baby Driver","English"
"141380100","The Beaver","English"
"141400100","Biutiful","English"
"141410100","Blended","English"
"141420100","Blitz","English"
"141430100","Blue Valentine","English"
"141440100","Boulevard","English"
"141460100","Dark Shadows","English"
"141500100","Brighton Rock","English"
"141540100","The Descendants","English"
"141550100","Bringing Up Bobby","English"
"141580100","Burke & Hare","English"
"141590100","Butter","English"
"141680100","House at the End of the Street","English"
"141700100","Ceremony","English"
"141710100","Chef","English"
"141720100","On Chesil Beach","English"
"141730100","CHiPS","English"
"141760100","Chalet Girl","English"
"141800100","Central Intelligence","English"
"141810100","Stoker","English"
"141820100","A Film Unfinished","English"
"141820100","A Film Unfinished","Hebrew"
"141820100","A Film Unfinished","German"
"141820100","A Film Unfinished","Polish"
"141830100","La legge","French"
"141840100","Cemetery Junction","English"
"141850100","Cloud Atlas","English"
"141870100","Colombiana","English"
"141870100","Colombiana","Spanish"
"141880100","Wrath of the Titans","English"
"141940100","The Conspirator","English"
"141980100","Cocaine Cowboys Reloaded","English"
"142000100","The Company Men","English"
"142020100","Contagion","English"
"142030100","Thin Ice","English"
"142040100","Coriolanus","English"
"142100100","The Company You Keep","English"
"142110100","Cracks","English"
"142150100","Crazy, Stupid, Love","English"
"142160100","Cosmopolis","English"
"142190100","Dream House","English"
"142200100","Soul Surfer","English"
"142230100","Ranchero","English"
"142240100","Around June","English"
"142250100","The Tillman Story","English"
"142260100","What If...","English"
"142270100","Soul Kitchen","German"
"142280100","The Tourist","English"
"142320100","The Danish Girl","English"
"142340100","Daydream Nation","English"
"142370100","Dylan Dog: Dead of Night","English"
"142380100","Deadpool","English"
"142420100","Daddy's Home","English"
"142430100","A Good Day to Die Hard","English"
